"","Earnings"
"3623",12.109
"3624",15.013
"3625",13.702
"3626",12.193
"3627",16.826
"3628",10.959
"3629",16.772
"3630",12.676
"3631",14.28
"3632",11.456
"3633",16.904
"3634",17.08
"3635",11.315
"3636",10.861
"3637",12.569
"3638",10.882
"3639",11.176
"3640",11.775
"3641",14.523
"3642",11.939
"3643",10.982
"3644",13.879
"3645",11.371
"3646",14.915
"3647",11.933
"3648",15.52
"3649",15.228
"3650",11.795
"3651",10.977
"3652",13.844
"3653",11.621
"3654",15.209
"3655",14.763
"3656",16.168
"3657",11.201
"3658",13.302
"3659",14.391
"3660",12.381
"3661",15.295
"3662",11.06
"3663",10.893
"3664",10.973
"3665",12.176
"3666",10.989
"3667",12.461
"3668",16.389
"3669",11.465
"3670",10.999
"3671",13.977
"3672",14.128
"3673",11.767
"3674",11.34
"3675",13.261
"3676",14.675
"3677",11.399
"3678",14.78
"3679",11.061
"3680",13.623
"3681",15.966
"3682",15.219
"3683",15.826
"3684",14.178
"3685",15.146
"3686",16.436
"3687",15.261
"3688",11.649
"3689",11.142
"3690",13.248
"3691",15.205
"3692",12.995
"3693",12.231
"3694",13.576
"3695",12.751
"3696",16.215
"3697",15.691
"3698",17.02
"3699",12.75
"3700",11.068
"3701",14.869
"3702",12.121
"3703",10.832
"3704",15.446
"3705",13.87
"3706",11.656
"3707",13.491
"3708",16.053
"3709",13.638
"3710",15.067
"3711",12.85
"3712",16.598
"3713",15.306
"3714",14.604
"3715",13.686
"3716",16.534
"3717",16.113
"3718",13.766
"3719",10.817
"3720",14.66
"3721",12.257
"3722",13.145
"3723",16.816
"3724",13.748
"3725",16.071
"3726",11.763
"3727",12.265
"3728",13.707
"3729",13.331
"3730",13.72
"3731",11.082
"3732",12.578
"3733",13.945
"3734",12.625
"3735",12.12
"3736",10.966
"3737",16.129
"3738",12.544
"3739",12.82
"3740",11.177
"3741",12.77
"3742",13.369
"3743",14.89
"3744",14.187
"3745",15.768
"3746",10.836
"3747",14.517
"3748",16.996
"3749",11.602
"3750",14.349
"3751",12.391
"3752",15.451
"3753",13.307
"3754",16.507
"3755",15.92
"3756",14.002
"3757",12.388
"3758",14.922
"3759",14.003
"3760",16.246
"3761",15.272
"3762",13.849
"3763",13.892
"3764",14.146
"3765",16.36
"3766",14.339
"3767",13.258
"3768",15.141
"3769",14.683
"3770",16.404
"3771",16.723
"3772",12.634
"3773",16.857
"3774",14.948
"3775",14.397
"3776",11.538
"3777",11.976
"3778",14.191
"3779",10.93
"3780",11.403
"3781",13.019
"3782",16.731
"3783",14.248
"3784",14.495
"3785",15.588
"3786",15.53
"3787",15.658
"3788",13.554
"3789",15.381
"3790",11.326
"3791",14.82
"3792",13.008
"3793",12.111
"3794",11.982
"3795",13.147
"3796",11.927
"3797",17.051
"3798",14.353
"3799",11.907
"3800",11.119
"3801",15.664
"3802",13.113
"3803",16.694
"3804",15.36
"3805",11.279
"3806",12.126
"3807",13.561
"3808",16.89
"3809",12.95
"3810",14.473
"3811",11.937
"3812",14.226
"3813",16.818
"3814",13.853
"3815",17.086
"3816",11.541
"3817",10.929
"3818",17.032
"3819",14.52
"3820",12.931
"3821",14.057
"3822",11.212
"3823",16.51
"3824",14.607
"3825",10.957
"3826",15.091
"3827",11.434
"3828",16.544
"3829",15.099
"3830",16.018
"3831",13.818
"3832",15.477
"3833",14.757
"3834",12.945
"3835",16.132
"3836",10.824
"3837",10.916
"3838",14.207
"3839",14.519
"3840",16.769
"3841",13.999
"3842",16.25
"3843",13.133
"3844",16.899
"3845",13.804
"3846",10.812
"3847",12.021
"3848",13.279
"3849",12.22
"3850",11.612
"3851",16.624
"3852",13.074
"3853",11.362
"3854",12.852
"3855",13.116
"3856",13.955
"3857",16.597
"3858",13.854
"3859",11.62
"3860",14.955
"3861",13.858
"3862",16.211
"3863",14.68
"3864",14.6
"3865",13.513
"3866",16.711
"3867",12.045
"3868",13.692
"3869",16.671
"3870",15.74
"3871",12.567
"3872",11.708
"3873",14.113
"3874",14.69
"3875",15.211
"3876",14.336
"3877",12.205
"3878",16.424
"3879",16.033
"3880",15.95
"3881",12.264
"3882",10.869
"3883",15.982
"3884",12.485
"3885",14.873
"3886",11.107
"3887",16.993
"3888",16.346
"3889",14.168
"3890",13.314
"3891",12.432
"3892",14.649
"3893",13.029
"3894",12.579
"3895",12.061
"3896",16.55
"3897",15.612
"3898",12.495
"3899",12.349
"3900",11.877
"3901",11.714
"3902",13.575
"3903",13.713
"3904",11.258
"3905",11.571
"3906",15.817
"3907",15.462
"3908",15.548
"3909",15.479
"3910",10.828
"3911",13.635
"3912",11.516
"3913",11.224
"3914",16.473
"3915",13.142
"3916",13.655
"3917",14.275
"3918",11.594
"3919",14.832
"3920",11.728
"3921",14.933
"3922",11.648
"3923",14.641
"3924",14.639
"3925",11.033
"3926",14.021
"3927",11.003
"3928",15.553
"3929",13.055
"3930",16.344
"3931",16.482
"3932",13.202
"3933",11.168
"3934",11.332
"3935",15.193
"3936",11.863
"3937",13.034
"3938",11.358
"3939",11.191
"3940",16.189
"3941",15.038
"3942",16.584
"3943",11.21
"3944",13.217
"3945",12.159
"3946",11.11
"3947",11.803
"3948",16.254
"3949",12.253
"3950",12.896
"3951",13.814
"3952",13.172
"3953",15.304
"3954",14.483
"3955",15.422
"3956",12.93
"3957",14.533
"3958",15.589
"3959",15.992
"3960",16.1
"3961",15.932
"3962",13.904
"3963",16.746
"3964",16.683
"3965",12.968
"3966",12.268
"3967",10.934
"3968",10.917
"3969",14.918
"3970",14.561
"3971",13.626
"3972",12.171
"3973",12.717
"3974",11.645
"3975",12.893
"3976",16.987
"3977",14.65
"3978",14.715
"3979",17.043
"3980",13.068
"3981",12.587
"3982",17.028
"3983",16.645
"3984",11.446
"3985",14.251
"3986",15.696
"3987",15.69
"3988",12.663
"3989",14.721
"3990",12.678
"3991",12.482
"3992",17.098
"3993",15.866
"3994",15.54
"3995",12.052
"3996",12.974
"3997",15.704
"3998",12.827
"3999",13.714
"4000",16.807
"4001",16.869
"4002",15.305
"4003",14.72
"4004",16.886
"4005",14.511
"4006",13.457
"4007",12.878
"4008",16.407
"4009",11.264
"4010",11.045
"4011",11.398
"4012",16.976
"4013",13.163
"4014",11.819
"4015",15.511
"4016",16.355
"4017",13.024
"4018",15.086
"4019",15.162
"4020",16.649
"4021",15.35
"4022",12.829
"4023",11.441
"4024",13.19
"4025",13.379
"4026",16.926
"4027",16.198
"4028",13.712
"4029",13.191
"4030",14.3
"4031",13.082
"4032",14.453
"4033",12.488
"4034",16.643
"4035",14.31
"4036",14.672
"4037",11.208
"4038",11.483
"4039",16.089
"4040",16.931
"4041",12.662
"4042",11.873
"4043",16.587
"4044",11.495
"4045",12.581
"4046",16.957
"4047",15.941
"4048",14.907
"4049",11.368
"4050",14.148
"4051",12.949
"4052",14.486
"4053",15.858
"4054",14.897
"4055",11.881
"4056",14.364
"4057",12.989
"4058",14.084
"4059",11.514
"4060",10.924
"4061",11.772
"4062",15.965
"4063",12.411
"4064",16.284
"4065",10.849
"4066",14.416
"4067",12.184
"4068",12.348
"4069",15.163
"4070",13.524
"4071",14.123
"4072",13.85
"4073",13.753
"4074",13.744
"4075",13.887
"4076",17.078
"4077",15.967
"4078",16.984
"4079",12.248
"4080",15.705
"4081",12.313
"4082",11.014
"4083",14.249
"4084",15.789
"4085",14.412
"4086",12.861
"4087",10.908
"4088",14.797
"4089",15.618
"4090",13.313
"4091",16.909
"4092",13.643
"4093",13.991
"4094",15.984
"4095",11.798
"4096",16.185
"4097",10.867
"4098",12.094
"4099",13.152
"4100",16.833
"4101",16.115
"4102",12.165
"4103",15.513
"4104",13.01
"4105",16.367
"4106",11.953
"4107",13.605
"4108",11.768
"4109",13.253
"4110",14.089
"4111",14.879
"4112",11.975
"4113",13.471
"4114",13.717
"4115",13.876
"4116",12.529
"4117",14.067
"4118",13.421
"4119",12.346
"4120",14.79
"4121",11.086
"4122",16.887
"4123",14.29
"4124",16.537
"4125",15.57
"4126",11.131
"4127",12.26
"4128",13.056
"4129",13.562
"4130",12.283
"4131",16.173
"4132",12.537
"4133",12.369
"4134",11.755
"4135",14.976
"4136",11.73
"4137",11.305
"4138",13.276
"4139",14.042
"4140",16.039
"4141",16.32
"4142",16.249
"4143",13.078
"4144",11.255
"4145",15.119
"4146",13.878
"4147",11.306
"4148",15.733
"4149",14.068
"4150",14.124
"4151",14.256
"4152",12.475
"4153",11.444
"4154",14.198
"4155",13.301
"4156",13.47
"4157",11.007
"4158",11.193
"4159",17.091
"4160",10.868
"4161",16.158
"4162",12.888
"4163",14.184
"4164",11.278
"4165",15.006
"4166",11.839
"4167",11.87
"4168",16.865
"4169",13.589
"4170",15.412
"4171",13.016
"4172",10.804
"4173",17.041
"4174",14.614
"4175",13.579
"4176",14.102
"4177",15.352
"4178",11.879
"4179",12.693
"4180",11.53
"4181",13.052
"4182",13.629
"4183",13.318
"4184",14.687
"4185",11.915
"4186",11.833
"4187",14.86
"4188",14.268
"4189",16.032
"4190",14.781
"4191",15.369
"4192",14.109
"4193",13.35
"4194",12.602
"4195",11.1
"4196",16.248
"4197",13.803
"4198",14.515
"4199",13.224
"4200",16.693
"4201",16.33
"4202",13.22
"4203",11.812
"4204",12.013
"4205",15.377
"4206",11.575
"4207",11.788
"4208",16.605
"4209",16.603
"4210",13.001
"4211",11.983
"4212",11.75
"4213",10.938
"4214",14.481
"4215",11.628
"4216",14.499
"4217",16.873
"4218",12.714
"4219",13.15
"4220",16.903
"4221",16.988
"4222",11.919
"4223",15.51
"4224",13.62
"4225",14.374
"4226",12.292
"4227",11.979
"4228",12.055
"4229",11.89
"4230",16.295
"4231",14.029
"4232",15.784
"4233",16.991
"4234",12.73
"4235",15.034
"4236",13.84
"4237",12.303
"4238",13.738
"4239",15.258
"4240",13.041
"4241",14.867
"4242",15.811
"4243",13.173
"4244",12.399
"4245",12.908
"4246",16.122
"4247",10.899
"4248",11.366
"4249",13.718
"4250",16.485
"4251",12.263
"4252",12.66
"4253",11.028
"4254",13.31
"4255",14.091
"4256",15.726
"4257",16.551
"4258",16.003
"4259",12.28
"4260",12.651
"4261",13.496
"4262",14.175
"4263",14.745
"4264",10.816
"4265",15.914
"4266",16.795
"4267",12.524
"4268",16.848
"4269",16.201
"4270",11.147
"4271",13.791
"4272",16.921
"4273",12.674
"4274",12.249
"4275",15.528
"4276",14.816
"4277",11.105
"4278",11.369
"4279",16.008
"4280",16.58
"4281",11.931
"4282",15.372
"4283",13.762
"4284",12.392
"4285",13.752
"4286",13.438
"4287",15.736
"4288",12.906
"4289",15.387
"4290",11.616
"4291",16.077
"4292",16.946
"4293",13.772
"4294",15.808
"4295",14.111
"4296",14.76
"4297",15.069
"4298",16.849
"4299",16.713
"4300",11.925
"4301",12.812
"4302",16.021
"4303",12.106
"4304",11.178
"4305",15.695
"4306",11.051
"4307",10.939
"4308",13.855
"4309",14.901
"4310",14.23
"4311",13.778
"4312",16.792
"4313",16.871
"4314",12.531
"4315",16.831
"4316",11.304
"4317",13.863
"4318",14.982
"4319",16.564
"4320",12.719
"4321",13.828
"4322",12.683
"4323",14.838
"4324",13.968
"4325",15.652
"4326",15.942
"4327",14.503
"4328",15.066
"4329",13.74
"4330",14.052
"4331",16.098
"4332",14.524
"4333",15.147
"4334",15.097
"4335",16.927
"4336",14.708
"4337",12.244
"4338",12.523
"4339",12.11
"4340",16.269
"4341",12.725
"4342",16.748
"4343",12.289
"4344",16.884
"4345",14.824
"4346",11.693
"4347",14.024
"4348",14.228
"4349",11.024
"4350",12.519
"4351",12.918
"4352",16.604
"4353",15.758
"4354",15.573
"4355",12.367
"4356",13.398
"4357",13.155
"4358",12.623
"4359",16.797
"4360",14.245
"4361",11.169
"4362",13.822
"4363",15.321
"4364",15.699
"4365",14.559
"4366",11.992
"4367",16.893
"4368",16.009
"4369",16.59
"4370",11.679
"4371",12.816
"4372",15.578
"4373",13.76
"4374",13.108
"4375",15.828
"4376",16.656
"4377",14.798
"4378",14.679
"4379",14.075
"4380",12.503
"4381",14.215
"4382",16.702
"4383",16.004
"4384",14.862
"4385",14.992
"4386",16.468
"4387",12.192
"4388",12.051
"4389",10.974
"4390",16.591
"4391",13.473
"4392",14.617
"4393",15.84
"4394",16.001
"4395",11.848
"4396",13.057
"4397",11.892
"4398",16.374
"4399",11.249
"4400",12.119
"4401",15.489
"4402",12.604
"4403",16.126
"4404",13.509
"4405",13.727
"4406",16.844
"4407",12.286
"4408",15.944
"4409",16.705
"4410",14.244
"4411",13.462
"4412",12.527
"4413",11.911
"4414",13.474
"4415",14.294
"4416",15.247
"4417",14.494
"4418",17.077
"4419",12.835
"4420",12.609
"4421",16.224
"4422",12
"4423",15.351
"4424",11.501
"4425",16.194
"4426",13.704
"4427",11.162
"4428",16.532
"4429",14.19
"4430",14.099
"4431",14.033
"4432",15.96
"4433",16.363
"4434",15.499
"4435",16.106
"4436",13.472
"4437",16.549
"4438",13.382
"4439",13.303
"4440",16.738
"4441",15.985
"4442",12.568
"4443",13.324
"4444",14.674
"4445",12.622
"4446",10.99
"4447",14.376
"4448",11.361
"4449",11.98
"4450",15.416
"4451",13.061
"4452",16.347
"4453",15.861
"4454",16.218
"4455",12.473
"4456",12.015
"4457",16.256
"4458",13.432
"4459",12.128
"4460",13.222
"4461",16.441
"4462",13.434
"4463",13.842
"4464",11.64
"4465",14.009
"4466",12.224
"4467",12.273
"4468",15.318
"4469",12.06
"4470",15.715
"4471",11.664
"4472",11.153
"4473",12.443
"4474",14.327
"4475",12.556
"4476",16.712
"4477",14.591
"4478",16.196
"4479",11.605
"4480",11.005
"4481",12.394
"4482",15.122
"4483",14.408
"4484",16.815
"4485",15.005
"4486",12.783
"4487",13.323
"4488",13.658
"4489",11.109
"4490",11.23
"4491",11.749
"4492",12.873
"4493",13.5
"4494",12.607
"4495",12.25
"4496",13.366
"4497",12.638
"4498",14.373
"4499",13.708
"4500",11.154
"4501",14.815
"4502",12.092
"4503",15.821
"4504",16.673
"4505",15.645
"4506",16.79
"4507",15.697
"4508",12.393
"4509",15.303
"4510",11.012
"4511",15.94
"4512",12.552
"4513",17.024
"4514",11.378
"4515",12.258
"4516",15.178
"4517",16.011
"4518",14.724
"4519",13.395
"4520",16.875
"4521",10.965
"4522",14.103
"4523",16.491
"4524",15.478
"4525",15.199
"4526",16.577
"4527",13.031
"4528",15.873
"4529",11.824
"4530",14.484
"4531",14.343
"4532",12.728
"4533",14.685
"4534",13.569
"4535",14.767
"4536",15.75
"4537",13.413
"4538",14.38
"4539",10.821
"4540",14.884
"4541",13.062
"4542",15.121
"4543",16.895
"4544",16.562
"4545",14.589
"4546",15.83
"4547",14.852
"4548",15.865
"4549",10.827
"4550",15.382
"4551",14.286
"4552",11.219
"4553",14.282
"4554",13.162
"4555",13.403
"4556",13.595
"4557",12.063
"4558",11.336
"4559",13.944
"4560",10.903
"4561",13.96
"4562",12.7
"4563",14.488
"4564",12.252
"4565",11.022
"4566",14.942
"4567",15.221
"4568",13.57
"4569",15.844
"4570",12.291
"4571",16.735
"4572",13.98
"4573",13.918
"4574",11.715
"4575",15.832
"4576",14.609
"4577",11.533
"4578",11.188
"4579",15.616
"4580",16.489
"4581",14.55
"4582",15.262
"4583",16.403
"4584",10.839
"4585",14.419
"4586",13.757
"4587",16.681
"4588",16.755
"4589",13.538
"4590",15.884
"4591",16.192
"4592",16.828
"4593",15.296
"4594",12.356
"4595",16.372
"4596",15.609
"4597",12.416
"4598",11.17
"4599",12.318
"4600",16.663
"4601",11.956
"4602",11.842
"4603",17.079
"4604",13.452
"4605",12.509
"4606",11.138
"4607",11.151
"4608",16.328
"4609",13.266
"4610",13.763
"4611",12.207
"4612",11.341
"4613",14.463
"4614",10.863
"4615",12.222
"4616",11.928
"4617",13.861
"4618",14.684
"4619",16.989
"4620",12.646
"4621",14.462
"4622",11.719
"4623",16.719
"4624",14.928
"4625",12.598
"4626",11.542
"4627",15.035
"4628",15.813
"4629",17.038
"4630",14.506
"4631",13.069
"4632",10.97
"4633",15.144
"4634",11.047
"4635",16.289
"4636",14.509
"4637",16.793
"4638",11.754
"4639",16.005
"4640",12.067
"4641",16.62
"4642",16.054
"4643",15.012
"4644",16.39
"4645",14.142
"4646",15.326
"4647",12.872
"4648",16.369
"4649",11.311
"4650",16.697
"4651",14.26
"4652",13.289
"4653",13.751
"4654",13.544
"4655",13.387
"4656",13.249
"4657",16.145
"4658",16.486
"4659",13.026
"4660",15.142
"4661",11.089
"4662",13.649
"4663",12.799
"4664",12.462
"4665",16.151
"4666",11.685
"4667",16.599
"4668",14.384
"4669",12.304
"4670",14.213
"4671",12.162
"4672",14.669
"4673",12.133
"4674",11.92
"4675",14.87
"4676",12.429
"4677",15.91
"4678",16.824
"4679",11.974
"4680",14.686
"4681",10.994
"4682",11.684
"4683",15.363
"4684",13.516
"4685",11.551
"4686",13.733
"4687",16.765
"4688",11.145
"4689",13.622
"4690",11.821
"4691",16.91
"4692",14.289
"4693",13.043
"4694",15.336
"4695",16.353
"4696",11.78
"4697",11.072
"4698",16.416
"4699",16.277
"4700",15.368
"4701",11.8
"4702",13.811
"4703",12.054
"4704",11.074
"4705",14.944
"4706",13.44
"4707",11.524
"4708",16.859
"4709",12.007
"4710",14.305
"4711",13.211
"4712",12.573
"4713",12.34
"4714",13.933
"4715",13.4
"4716",16.628
"4717",15.827
"4718",12.9
"4719",15.17
"4720",16.66
"4721",13.795
"4722",14.719
"4723",16.29
"4724",11.245
"4725",14.299
"4726",14.758
"4727",16.764
"4728",12.097
"4729",15.124
"4730",16.684
"4731",14.638
"4732",12.802
"4733",13.45
"4734",12.882
"4735",12.747
"4736",14.112
"4737",13.149
"4738",13.683
"4739",13.161
"4740",12.477
"4741",11.972
"4742",14.475
"4743",15.662
"4744",10.963
"4745",16.075
"4746",13.602
"4747",11.461
"4748",11.246
"4749",11.24
"4750",11.69
"4751",15.721
"4752",15.309
"4753",11.459
"4754",15.39
"4755",11.926
"4756",16.573
"4757",11.38
"4758",14.149
"4759",12.129
"4760",14.851
"4761",12.582
"4762",13.729
"4763",12.36
"4764",13.981
"4765",11.887
"4766",13.673
"4767",16.019
"4768",12.046
"4769",14.338
"4770",12.601
"4771",11.395
"4772",16.822
"4773",10.866
"4774",11.743
"4775",16.306
"4776",11.583
"4777",15.171
"4778",14.114
"4779",11.72
"4780",16.805
"4781",12.04
"4782",13.359
"4783",11.374
"4784",11.626
"4785",11.337
"4786",15.471
"4787",12.417
"4788",16.574
"4789",14.756
"4790",14.817
"4791",16.847
"4792",13.321
"4793",11.185
"4794",16.21
"4795",13.721
"4796",10.84
"4797",15.332
"4798",14.14
"4799",15.722
"4800",14.648
"4801",16.855
"4802",14.671
"4803",11.404
"4804",15.083
"4805",11.984
"4806",12.173
"4807",15.765
"4808",11.182
"4809",11.35
"4810",12.632
"4811",12.036
"4812",10.992
"4813",14.827
"4814",11.841
"4815",14.626
"4816",16.753
"4817",13.533
"4818",14.578
"4819",15.657
"4820",13.848
"4821",11.837
"4822",13.134
"4823",15.495
"4824",14.931
"4825",11.718
"4826",12.255
"4827",15.581
"4828",11.469
"4829",12.502
"4830",11.676
"4831",16.77
"4832",16.639
"4833",11.726
"4834",11.365
"4835",16.292
"4836",13.363
"4837",14.24
"4838",15.869
"4839",13.975
"4840",13.902
"4841",11.955
"4842",15.266
"4843",16.665
"4844",12.87
"4845",16.648
"4846",13.497
"4847",11.091
"4848",15.949
"4849",11.454
"4850",10.951
"4851",12.563
"4852",15.465
"4853",15.115
"4854",17.033
"4855",12.137
"4856",16.036
"4857",13.542
"4858",13.793
"4859",14.771
"4860",15.988
"4861",12.934
"4862",14.987
"4863",10.873
"4864",13.781
"4865",12.851
"4866",11.629
"4867",12.431
"4868",12.528
"4869",14.446
"4870",12.942
"4871",16.034
"4872",16.479
"4873",16.504
"4874",13.728
"4875",15.952
"4876",15.09
"4877",15.639
"4878",14.934
"4879",11.861
"4880",13.02
"4881",12.813
"4882",16.213
"4883",16.191
"4884",13.014
"4885",13.885
"4886",16.736
"4887",12.732
"4888",16.045
"4889",15.681
"4890",11.544
"4891",14.923
"4892",14.04
"4893",11.553
"4894",14.964
"4895",12.062
"4896",14.043
"4897",12.955
"4898",15.619
"4899",15.49
"4900",11.234
"4901",13.922
"4902",11.67
"4903",16.617
"4904",10.864
"4905",13.983
"4906",16.12
"4907",16.337
"4908",13.9
"4909",15.384
"4910",14.888
"4911",11.385
"4912",15.386
"4913",14.505
"4914",11.402
"4915",16.451
"4916",13.287
"4917",14.858
"4918",16.762
"4919",10.907
"4920",12.702
"4921",13.415
"4922",16.38
"4923",13.937
"4924",15.418
"4925",11.01
"4926",13.412
"4927",13.585
"4928",14.014
"4929",15.498
"4930",14.836
"4931",11.173
"4932",12.422
"4933",14.717
"4934",13.963
"4935",14.435
"4936",13.995
"4937",15.463
"4938",15.453
"4939",14.167
"4940",12.307
"4941",14.56
"4942",13.726
"4943",16.725
"4944",10.895
"4945",11.561
"4946",14.547
"4947",11.732
"4948",14.321
"4949",11.989
"4950",15.568
"4951",14.608
"4952",13.013
"4953",14.655
"4954",12.658
"4955",11.475
"4956",11.44
"4957",14.537
"4958",16.512
"4959",15.03
"4960",12.028
"4961",13.335
"4962",13.231
"4963",16.659
"4964",14.469
"4965",11.723
"4966",12.534
"4967",11.19
"4968",13.442
"4969",13.351
"4970",15.86
"4971",16.049
"4972",13.115
"4973",15.55
"4974",15.286
"4975",12.362
"4976",11.309
"4977",16.101
"4978",10.859
"4979",12.917
"4980",11.137
"4981",15.809
"4982",11.796
"4983",14.296
"4984",14.127
"4985",14.929
"4986",14.46
"4987",15.195
"4988",13.911
"4989",11.28
"4990",14.789
"4991",11.954
"4992",16.263
"4993",13.771
"4994",14.317
"4995",14.044
"4996",17.065
"4997",16.783
"4998",14.678
"4999",13.518
"5000",16.193
"5001",27.346
"5002",24.449
"5003",24.566
"5004",25.626
"5005",20.489
"5006",26.26
"5007",25.863
"5008",22.372
"5009",22.515
"5010",20.902
"5011",20.185
"5012",18.722
"5013",26.464
"5014",22.487
"5015",24.869
"5016",17.785
"5017",18.858
"5018",21.385
"5019",18.804
"5020",26.112
"5021",22.865
"5022",18.945
"5023",27.198
"5024",23.562
"5025",24.267
"5026",23.083
"5027",19.662
"5028",21.961
"5029",26.665
"5030",22.37
"5031",20.163
"5032",25.077
"5033",25.199
"5034",18.961
"5035",20.682
"5036",19.33
"5037",20.205
"5038",26.274
"5039",17.814
"5040",18.973
"5041",20.867
"5042",24.21
"5043",23.411
"5044",21.651
"5045",22.653
"5046",17.133
"5047",24.45
"5048",19.101
"5049",23.079
"5050",19.929
"5051",25.112
"5052",21.156
"5053",25.826
"5054",27.338
"5055",22.974
"5056",25.313
"5057",17.486
"5058",17.536
"5059",24.56
"5060",21.116
"5061",24.613
"5062",17.438
"5063",22.17
"5064",19.79
"5065",20.173
"5066",18.369
"5067",20.513
"5068",18.523
"5069",21.759
"5070",25.879
"5071",22.269
"5072",17.228
"5073",25.899
"5074",26.708
"5075",22.452
"5076",22.424
"5077",26.699
"5078",17.913
"5079",24.65
"5080",21.396
"5081",21.236
"5082",22.634
"5083",24.34
"5084",24.27
"5085",22.755
"5086",25.608
"5087",26.854
"5088",23.932
"5089",19.731
"5090",19.065
"5091",27.123
"5092",17.695
"5093",18.545
"5094",20.892
"5095",19.49
"5096",17.841
"5097",24.394
"5098",25.372
"5099",27.255
"5100",26.654
"5101",26.579
"5102",26.388
"5103",23.064
"5104",17.254
"5105",18.815
"5106",24.064
"5107",23.984
"5108",18.585
"5109",17.58
"5110",22.36
"5111",19.476
"5112",21.817
"5113",22.74
"5114",21.704
"5115",22.085
"5116",19.855
"5117",26.246
"5118",19.78
"5119",19.212
"5120",18.53
"5121",20.836
"5122",20.29
"5123",20.16
"5124",19.796
"5125",26.079
"5126",19.577
"5127",24.851
"5128",19.725
"5129",26.146
"5130",22.871
"5131",25.883
"5132",25.002
"5133",23.722
"5134",18.947
"5135",26.519
"5136",25.831
"5137",18.985
"5138",21.848
"5139",25.939
"5140",26.53
"5141",25.745
"5142",17.708
"5143",23.352
"5144",20.773
"5145",26.48
"5146",23.879
"5147",25.835
"5148",19.927
"5149",18.637
"5150",18.63
"5151",18.822
"5152",19.045
"5153",25.043
"5154",26.324
"5155",24.532
"5156",21.926
"5157",25.921
"5158",27.179
"5159",24.896
"5160",26.272
"5161",26.203
"5162",24.351
"5163",21.125
"5164",23.418
"5165",20.517
"5166",23.703
"5167",18.704
"5168",18.037
"5169",19.528
"5170",24.478
"5171",18.007
"5172",22.861
"5173",17.586
"5174",18.869
"5175",17.661
"5176",21.807
"5177",22.273
"5178",25.865
"5179",20.786
"5180",19.863
"5181",22.92
"5182",21.992
"5183",25.211
"5184",17.439
"5185",23.26
"5186",25.304
"5187",26.971
"5188",20.732
"5189",25.271
"5190",19.442
"5191",18.775
"5192",22.43
"5193",19.571
"5194",27.167
"5195",23.51
"5196",26.467
"5197",21.119
"5198",23.79
"5199",27.094
"5200",17.42
"5201",19.994
"5202",19.123
"5203",17.452
"5204",21.32
"5205",18.714
"5206",20.519
"5207",22.07
"5208",24.975
"5209",18.004
"5210",21.02
"5211",21.518
"5212",20.055
"5213",22.296
"5214",23.659
"5215",23.824
"5216",20.525
"5217",24.96
"5218",19.397
"5219",20.96
"5220",22.477
"5221",21.593
"5222",25.836
"5223",22.41
"5224",22.23
"5225",22.414
"5226",22.226
"5227",25.413
"5228",18.377
"5229",20.76
"5230",25.901
"5231",27.036
"5232",18.273
"5233",21.568
"5234",17.517
"5235",17.912
"5236",17.732
"5237",19.682
"5238",21.597
"5239",20.361
"5240",22.552
"5241",27.199
"5242",26.589
"5243",24.001
"5244",19.515
"5245",23.462
"5246",26.367
"5247",21.224
"5248",26.261
"5249",26.495
"5250",18.492
"5251",20.969
"5252",20.805
"5253",24.582
"5254",17.328
"5255",26.991
"5256",26.379
"5257",22.965
"5258",23.502
"5259",27.399
"5260",26.799
"5261",24.724
"5262",22.766
"5263",25.961
"5264",24.082
"5265",26.733
"5266",17.171
"5267",17.805
"5268",18.983
"5269",22.264
"5270",18.943
"5271",27.099
"5272",21.86
"5273",17.216
"5274",18.665
"5275",22.109
"5276",18.207
"5277",22.873
"5278",20.034
"5279",18.45
"5280",25.759
"5281",21.476
"5282",23.861
"5283",24.697
"5284",24.95
"5285",23.98
"5286",25.202
"5287",19.337
"5288",18.301
"5289",25.889
"5290",21.745
"5291",22.955
"5292",19.064
"5293",25.79
"5294",21.514
"5295",17.142
"5296",17.144
"5297",18.867
"5298",22.598
"5299",25.492
"5300",23.653
"5301",20.552
"5302",25.632
"5303",18.298
"5304",26.535
"5305",27.359
"5306",22.266
"5307",25.872
"5308",20.274
"5309",19.418
"5310",19.996
"5311",23.072
"5312",24.108
"5313",17.288
"5314",26.268
"5315",19.738
"5316",20.688
"5317",17.599
"5318",20.504
"5319",17.644
"5320",23.609
"5321",21.271
"5322",22.968
"5323",20.976
"5324",24.185
"5325",22.35
"5326",25.873
"5327",22.647
"5328",18.038
"5329",20.73
"5330",22.845
"5331",21.231
"5332",24.385
"5333",25.234
"5334",21.524
"5335",21.547
"5336",17.509
"5337",24.527
"5338",22.691
"5339",21.267
"5340",26.308
"5341",23.239
"5342",20.637
"5343",24.694
"5344",18.045
"5345",24.85
"5346",17.28
"5347",22.245
"5348",22.381
"5349",24.216
"5350",26.898
"5351",20.953
"5352",27.232
"5353",21.679
"5354",23.162
"5355",20.049
"5356",24.23
"5357",26.624
"5358",18.895
"5359",27.25
"5360",23.682
"5361",26.541
"5362",19.34
"5363",19.137
"5364",18.182
"5365",24.71
"5366",23.81
"5367",23.123
"5368",20.731
"5369",25.729
"5370",20.101
"5371",26.323
