"sitio","tipo","especie","abund"
"S33","Dry","Sp_74",0
"S33","Dry","Sp_75",0
"S33","Dry","Sp_76",0
"S33","Dry","Sp_77",0
"S33","Dry","Sp_78",0
"S33","Dry","Sp_79",0
"S33","Dry","Sp_80",0
"S33","Dry","Sp_81",0
"S33","Dry","Sp_82",0
"S33","Dry","Sp_83",0
"S33","Dry","Sp_84",0
"S33","Dry","Sp_85",0
"S33","Dry","Sp_86",0
"S33","Dry","Sp_87",6
"S33","Dry","Sp_88",0
"S33","Dry","Sp_89",0
"S33","Dry","Sp_90",0
"S33","Dry","Sp_91",0
"S33","Dry","Sp_92",0
"S33","Dry","Sp_93",0
"S4","Dry","Sp_1",0
"S4","Dry","Sp_2",0
"S4","Dry","Sp_3",0
"S4","Dry","Sp_4",0
"S4","Dry","Sp_5",0
"S4","Dry","Sp_6",0
"S4","Dry","Sp_7",7
"S4","Dry","Sp_8",3
"S4","Dry","Sp_9",0
"S4","Dry","Sp_10",6
"S4","Dry","Sp_11",0
"S4","Dry","Sp_12",0
"S4","Dry","Sp_13",0
"S4","Dry","Sp_14",0
"S4","Dry","Sp_15",0
"S4","Dry","Sp_16",0
"S4","Dry","Sp_17",3
"S4","Dry","Sp_18",0
"S4","Dry","Sp_19",0
"S4","Dry","Sp_20",0
"S4","Dry","Sp_21",1
"S4","Dry","Sp_22",0
"S4","Dry","Sp_23",0
"S4","Dry","Sp_24",0
"S4","Dry","Sp_25",0
"S4","Dry","Sp_26",0
"S4","Dry","Sp_27",0
"S4","Dry","Sp_28",0
"S4","Dry","Sp_29",21
"S4","Dry","Sp_30",0
"S4","Dry","Sp_31",0
"S4","Dry","Sp_32",0
"S4","Dry","Sp_33",0
"S4","Dry","Sp_34",0
"S4","Dry","Sp_35",0
"S4","Dry","Sp_36",0
"S4","Dry","Sp_37",2
"S4","Dry","Sp_38",0
"S4","Dry","Sp_39",0
"S4","Dry","Sp_40",0
"S4","Dry","Sp_41",0
"S4","Dry","Sp_42",0
"S4","Dry","Sp_43",0
"S4","Dry","Sp_44",0
"S4","Dry","Sp_45",0
"S4","Dry","Sp_46",0
"S4","Dry","Sp_47",0
"S4","Dry","Sp_48",0
"S4","Dry","Sp_49",0
"S4","Dry","Sp_50",0
"S4","Dry","Sp_51",0
"S4","Dry","Sp_52",1
"S4","Dry","Sp_53",0
"S4","Dry","Sp_54",0
"S4","Dry","Sp_55",0
"S4","Dry","Sp_56",0
"S4","Dry","Sp_57",0
"S4","Dry","Sp_58",0
"S4","Dry","Sp_59",0
"S4","Dry","Sp_60",0
"S4","Dry","Sp_61",0
"S4","Dry","Sp_62",1
"S4","Dry","Sp_63",0
"S4","Dry","Sp_64",0
"S4","Dry","Sp_65",0
"S4","Dry","Sp_66",0
"S4","Dry","Sp_67",0
"S4","Dry","Sp_68",0
"S4","Dry","Sp_69",0
"S4","Dry","Sp_70",0
"S4","Dry","Sp_71",0
"S4","Dry","Sp_72",0
"S4","Dry","Sp_73",0
"S4","Dry","Sp_74",0
"S4","Dry","Sp_75",0
"S4","Dry","Sp_76",0
"S4","Dry","Sp_77",0
"S4","Dry","Sp_78",0
"S4","Dry","Sp_79",0
"S4","Dry","Sp_80",0
"S4","Dry","Sp_81",0
"S4","Dry","Sp_82",0
"S4","Dry","Sp_83",0
"S4","Dry","Sp_84",0
"S4","Dry","Sp_85",0
"S4","Dry","Sp_86",0
"S4","Dry","Sp_87",1
"S4","Dry","Sp_88",0
"S4","Dry","Sp_89",0
"S4","Dry","Sp_90",0
"S4","Dry","Sp_91",0
"S4","Dry","Sp_92",0
"S4","Dry","Sp_93",0
"S40","Dry","Sp_1",0
"S40","Dry","Sp_2",0
"S40","Dry","Sp_3",0
"S40","Dry","Sp_4",0
"S40","Dry","Sp_5",0
"S40","Dry","Sp_6",0
"S40","Dry","Sp_7",0
"S40","Dry","Sp_8",0
"S40","Dry","Sp_9",0
"S40","Dry","Sp_10",10
"S40","Dry","Sp_11",0
"S40","Dry","Sp_12",0
"S40","Dry","Sp_13",0
"S40","Dry","Sp_14",0
"S40","Dry","Sp_15",0
"S40","Dry","Sp_16",0
"S40","Dry","Sp_17",2
"S40","Dry","Sp_18",0
"S40","Dry","Sp_19",0
"S40","Dry","Sp_20",0
"S40","Dry","Sp_21",2
"S40","Dry","Sp_22",0
"S40","Dry","Sp_23",0
"S40","Dry","Sp_24",0
"S40","Dry","Sp_25",0
"S40","Dry","Sp_26",0
"S40","Dry","Sp_27",0
"S40","Dry","Sp_28",0
"S40","Dry","Sp_29",9
"S40","Dry","Sp_30",0
"S40","Dry","Sp_31",0
"S40","Dry","Sp_32",0
"S40","Dry","Sp_33",0
"S40","Dry","Sp_34",0
"S40","Dry","Sp_35",0
"S40","Dry","Sp_36",1
"S40","Dry","Sp_37",0
"S40","Dry","Sp_38",0
"S40","Dry","Sp_39",0
"S40","Dry","Sp_40",0
"S40","Dry","Sp_41",0
"S40","Dry","Sp_42",0
"S40","Dry","Sp_43",0
"S40","Dry","Sp_44",0
"S40","Dry","Sp_45",0
"S40","Dry","Sp_46",0
"S40","Dry","Sp_47",0
"S40","Dry","Sp_48",0
"S40","Dry","Sp_49",0
"S40","Dry","Sp_50",0
"S40","Dry","Sp_51",1
"S40","Dry","Sp_52",7
"S40","Dry","Sp_53",0
"S40","Dry","Sp_54",0
"S40","Dry","Sp_55",0
"S40","Dry","Sp_56",0
"S40","Dry","Sp_57",0
"S40","Dry","Sp_58",0
"S40","Dry","Sp_59",0
"S40","Dry","Sp_60",0
"S40","Dry","Sp_61",0
"S40","Dry","Sp_62",0
"S40","Dry","Sp_63",1
"S40","Dry","Sp_64",0
"S40","Dry","Sp_65",0
"S40","Dry","Sp_66",0
"S40","Dry","Sp_67",0
"S40","Dry","Sp_68",0
"S40","Dry","Sp_69",0
"S40","Dry","Sp_70",0
"S40","Dry","Sp_71",0
"S40","Dry","Sp_72",0
"S40","Dry","Sp_73",0
"S40","Dry","Sp_74",0
"S40","Dry","Sp_75",0
"S40","Dry","Sp_76",0
"S40","Dry","Sp_77",0
"S40","Dry","Sp_78",0
"S40","Dry","Sp_79",0
"S40","Dry","Sp_80",0
"S40","Dry","Sp_81",0
"S40","Dry","Sp_82",0
"S40","Dry","Sp_83",0
"S40","Dry","Sp_84",0
"S40","Dry","Sp_85",0
"S40","Dry","Sp_86",0
"S40","Dry","Sp_87",8
"S40","Dry","Sp_88",0
"S40","Dry","Sp_89",0
"S40","Dry","Sp_90",0
"S40","Dry","Sp_91",0
"S40","Dry","Sp_92",0
"S40","Dry","Sp_93",0
"S41","Dry","Sp_1",0
"S41","Dry","Sp_2",0
"S41","Dry","Sp_3",0
"S41","Dry","Sp_4",0
"S41","Dry","Sp_5",0
"S41","Dry","Sp_6",0
"S41","Dry","Sp_7",0
"S41","Dry","Sp_8",0
"S41","Dry","Sp_9",0
"S41","Dry","Sp_10",19
"S41","Dry","Sp_11",0
"S41","Dry","Sp_12",0
"S41","Dry","Sp_13",0
"S41","Dry","Sp_14",0
"S41","Dry","Sp_15",0
"S41","Dry","Sp_16",0
"S41","Dry","Sp_17",0
"S41","Dry","Sp_18",0
"S41","Dry","Sp_19",0
"S41","Dry","Sp_20",0
"S41","Dry","Sp_21",1
"S41","Dry","Sp_22",0
"S41","Dry","Sp_23",0
"S41","Dry","Sp_24",0
"S41","Dry","Sp_25",0
"S41","Dry","Sp_26",0
"S41","Dry","Sp_27",0
"S41","Dry","Sp_28",0
"S41","Dry","Sp_29",1
"S41","Dry","Sp_30",0
"S41","Dry","Sp_31",0
"S41","Dry","Sp_32",0
"S41","Dry","Sp_33",0
"S41","Dry","Sp_34",0
"S41","Dry","Sp_35",0
"S41","Dry","Sp_36",0
"S41","Dry","Sp_37",0
"S41","Dry","Sp_38",0
"S41","Dry","Sp_39",0
"S41","Dry","Sp_40",0
"S41","Dry","Sp_41",0
"S41","Dry","Sp_42",0
"S41","Dry","Sp_43",0
"S41","Dry","Sp_44",0
"S41","Dry","Sp_45",0
"S41","Dry","Sp_46",0
"S41","Dry","Sp_47",0
"S41","Dry","Sp_48",0
"S41","Dry","Sp_49",0
"S41","Dry","Sp_50",0
"S41","Dry","Sp_51",0
"S41","Dry","Sp_52",8
"S41","Dry","Sp_53",0
"S41","Dry","Sp_54",0
"S41","Dry","Sp_55",0
"S41","Dry","Sp_56",0
"S41","Dry","Sp_57",0
"S41","Dry","Sp_58",0
"S41","Dry","Sp_59",0
"S41","Dry","Sp_60",0
"S41","Dry","Sp_61",0
"S41","Dry","Sp_62",0
"S41","Dry","Sp_63",1
"S41","Dry","Sp_64",0
"S41","Dry","Sp_65",0
"S41","Dry","Sp_66",0
"S41","Dry","Sp_67",0
"S41","Dry","Sp_68",0
"S41","Dry","Sp_69",0
"S41","Dry","Sp_70",0
"S41","Dry","Sp_71",0
"S41","Dry","Sp_72",0
"S41","Dry","Sp_73",0
"S41","Dry","Sp_74",0
"S41","Dry","Sp_75",0
"S41","Dry","Sp_76",0
"S41","Dry","Sp_77",0
"S41","Dry","Sp_78",0
"S41","Dry","Sp_79",0
"S41","Dry","Sp_80",0
"S41","Dry","Sp_81",0
"S41","Dry","Sp_82",0
"S41","Dry","Sp_83",0
"S41","Dry","Sp_84",0
"S41","Dry","Sp_85",0
"S41","Dry","Sp_86",0
"S41","Dry","Sp_87",5
"S41","Dry","Sp_88",0
"S41","Dry","Sp_89",0
"S41","Dry","Sp_90",0
"S41","Dry","Sp_91",0
"S41","Dry","Sp_92",1
"S41","Dry","Sp_93",0
"S42","Dry","Sp_1",0
"S42","Dry","Sp_2",3
"S42","Dry","Sp_3",0
"S42","Dry","Sp_4",0
"S42","Dry","Sp_5",0
"S42","Dry","Sp_6",0
"S42","Dry","Sp_7",0
"S42","Dry","Sp_8",0
"S42","Dry","Sp_9",1
"S42","Dry","Sp_10",0
"S42","Dry","Sp_11",0
"S42","Dry","Sp_12",0
"S42","Dry","Sp_13",0
"S42","Dry","Sp_14",0
"S42","Dry","Sp_15",0
"S42","Dry","Sp_16",0
"S42","Dry","Sp_17",0
"S42","Dry","Sp_18",0
"S42","Dry","Sp_19",6
"S42","Dry","Sp_20",0
"S42","Dry","Sp_21",0
"S42","Dry","Sp_22",0
"S42","Dry","Sp_23",0
"S42","Dry","Sp_24",3
"S42","Dry","Sp_25",4
"S42","Dry","Sp_26",2
"S42","Dry","Sp_27",0
"S42","Dry","Sp_28",0
"S42","Dry","Sp_29",0
"S42","Dry","Sp_30",0
"S42","Dry","Sp_31",0
"S42","Dry","Sp_32",12
"S42","Dry","Sp_33",0
"S42","Dry","Sp_34",0
"S42","Dry","Sp_35",0
"S42","Dry","Sp_36",0
"S42","Dry","Sp_37",0
"S42","Dry","Sp_38",0
"S42","Dry","Sp_39",6
"S42","Dry","Sp_40",0
"S42","Dry","Sp_41",0
"S42","Dry","Sp_42",0
"S42","Dry","Sp_43",1
"S42","Dry","Sp_44",0
"S42","Dry","Sp_45",0
"S42","Dry","Sp_46",0
"S42","Dry","Sp_47",0
"S42","Dry","Sp_48",0
"S42","Dry","Sp_49",0
"S42","Dry","Sp_50",0
"S42","Dry","Sp_51",0
"S42","Dry","Sp_52",0
"S42","Dry","Sp_53",0
"S42","Dry","Sp_54",0
"S42","Dry","Sp_55",0
"S42","Dry","Sp_56",0
"S42","Dry","Sp_57",0
"S42","Dry","Sp_58",7
"S42","Dry","Sp_59",0
"S42","Dry","Sp_60",0
"S42","Dry","Sp_61",0
"S42","Dry","Sp_62",0
"S42","Dry","Sp_63",0
"S42","Dry","Sp_64",0
"S42","Dry","Sp_65",0
"S42","Dry","Sp_66",0
"S42","Dry","Sp_67",0
"S42","Dry","Sp_68",0
"S42","Dry","Sp_69",0
"S42","Dry","Sp_70",0
"S42","Dry","Sp_71",0
"S42","Dry","Sp_72",0
"S42","Dry","Sp_73",0
"S42","Dry","Sp_74",0
"S42","Dry","Sp_75",0
"S42","Dry","Sp_76",0
"S42","Dry","Sp_77",0
"S42","Dry","Sp_78",0
"S42","Dry","Sp_79",0
"S42","Dry","Sp_80",0
"S42","Dry","Sp_81",0
"S42","Dry","Sp_82",0
"S42","Dry","Sp_83",0
"S42","Dry","Sp_84",0
"S42","Dry","Sp_85",0
"S42","Dry","Sp_86",3
"S42","Dry","Sp_87",0
"S42","Dry","Sp_88",0
"S42","Dry","Sp_89",0
"S42","Dry","Sp_90",2
"S42","Dry","Sp_91",0
"S42","Dry","Sp_92",0
"S42","Dry","Sp_93",0
"S44","Dry","Sp_1",0
"S44","Dry","Sp_2",0
"S44","Dry","Sp_3",0
"S44","Dry","Sp_4",0
"S44","Dry","Sp_5",0
"S44","Dry","Sp_6",1
"S44","Dry","Sp_7",0
"S44","Dry","Sp_8",0
"S44","Dry","Sp_9",0
"S44","Dry","Sp_10",0
"S44","Dry","Sp_11",0
"S44","Dry","Sp_12",0
"S44","Dry","Sp_13",0
"S44","Dry","Sp_14",0
"S44","Dry","Sp_15",0
"S44","Dry","Sp_16",1
"S44","Dry","Sp_17",0
"S44","Dry","Sp_18",0
"S44","Dry","Sp_19",1
"S44","Dry","Sp_20",0
"S44","Dry","Sp_21",0
"S44","Dry","Sp_22",1
"S44","Dry","Sp_23",0
"S44","Dry","Sp_24",0
"S44","Dry","Sp_25",0
"S44","Dry","Sp_26",1
"S44","Dry","Sp_27",0
"S44","Dry","Sp_28",0
"S44","Dry","Sp_29",0
"S44","Dry","Sp_30",0
"S44","Dry","Sp_31",1
"S44","Dry","Sp_32",0
"S44","Dry","Sp_33",0
"S44","Dry","Sp_34",0
"S44","Dry","Sp_35",0
"S44","Dry","Sp_36",0
"S44","Dry","Sp_37",0
"S44","Dry","Sp_38",0
"S44","Dry","Sp_39",1
"S44","Dry","Sp_40",0
"S44","Dry","Sp_41",0
"S44","Dry","Sp_42",0
"S44","Dry","Sp_43",1
"S44","Dry","Sp_44",0
"S44","Dry","Sp_45",0
"S44","Dry","Sp_46",0
"S44","Dry","Sp_47",0
"S44","Dry","Sp_48",0
"S44","Dry","Sp_49",0
"S44","Dry","Sp_50",2
"S44","Dry","Sp_51",2
"S44","Dry","Sp_52",0
"S44","Dry","Sp_53",1
"S44","Dry","Sp_54",0
"S44","Dry","Sp_55",0
"S44","Dry","Sp_56",0
"S44","Dry","Sp_57",5
"S44","Dry","Sp_58",10
"S44","Dry","Sp_59",0
"S44","Dry","Sp_60",1
"S44","Dry","Sp_61",0
"S44","Dry","Sp_62",0
"S44","Dry","Sp_63",0
"S44","Dry","Sp_64",0
"S44","Dry","Sp_65",0
"S44","Dry","Sp_66",0
"S44","Dry","Sp_67",0
"S44","Dry","Sp_68",0
"S44","Dry","Sp_69",0
"S44","Dry","Sp_70",0
"S44","Dry","Sp_71",0
"S44","Dry","Sp_72",0
"S44","Dry","Sp_73",0
"S44","Dry","Sp_74",0
"S44","Dry","Sp_75",0
"S44","Dry","Sp_76",0
"S44","Dry","Sp_77",0
"S44","Dry","Sp_78",1
"S44","Dry","Sp_79",0
"S44","Dry","Sp_80",0
"S44","Dry","Sp_81",0
"S44","Dry","Sp_82",0
"S44","Dry","Sp_83",5
"S44","Dry","Sp_84",0
"S44","Dry","Sp_85",0
"S44","Dry","Sp_86",0
"S44","Dry","Sp_87",0
"S44","Dry","Sp_88",1
"S44","Dry","Sp_89",0
"S44","Dry","Sp_90",0
"S44","Dry","Sp_91",0
"S44","Dry","Sp_92",0
"S44","Dry","Sp_93",0
"S45","Dry","Sp_1",0
"S45","Dry","Sp_2",0
"S45","Dry","Sp_3",0
"S45","Dry","Sp_4",0
"S45","Dry","Sp_5",0
"S45","Dry","Sp_6",2
"S45","Dry","Sp_7",0
"S45","Dry","Sp_8",0
"S45","Dry","Sp_9",0
"S45","Dry","Sp_10",0
"S45","Dry","Sp_11",0
"S45","Dry","Sp_12",0
"S45","Dry","Sp_13",0
"S45","Dry","Sp_14",0
"S45","Dry","Sp_15",0
"S45","Dry","Sp_16",0
"S45","Dry","Sp_17",0
"S45","Dry","Sp_18",0
"S45","Dry","Sp_19",0
"S45","Dry","Sp_20",0
"S45","Dry","Sp_21",0
"S45","Dry","Sp_22",0
"S45","Dry","Sp_23",0
"S45","Dry","Sp_24",1
"S45","Dry","Sp_25",0
"S45","Dry","Sp_26",0
"S45","Dry","Sp_27",0
"S45","Dry","Sp_28",0
"S45","Dry","Sp_29",0
"S45","Dry","Sp_30",1
"S45","Dry","Sp_31",0
"S45","Dry","Sp_32",0
"S45","Dry","Sp_33",0
"S45","Dry","Sp_34",0
"S45","Dry","Sp_35",0
"S45","Dry","Sp_36",0
"S45","Dry","Sp_37",0
"S45","Dry","Sp_38",2
"S45","Dry","Sp_39",0
"S45","Dry","Sp_40",0
"S45","Dry","Sp_41",0
"S45","Dry","Sp_42",0
"S45","Dry","Sp_43",3
"S45","Dry","Sp_44",0
"S45","Dry","Sp_45",1
"S45","Dry","Sp_46",0
"S45","Dry","Sp_47",0
"S45","Dry","Sp_48",0
"S45","Dry","Sp_49",0
"S45","Dry","Sp_50",0
"S45","Dry","Sp_51",1
"S45","Dry","Sp_52",0
"S45","Dry","Sp_53",0
"S45","Dry","Sp_54",0
"S45","Dry","Sp_55",0
"S45","Dry","Sp_56",1
"S45","Dry","Sp_57",7
"S45","Dry","Sp_58",0
"S45","Dry","Sp_59",0
"S45","Dry","Sp_60",0
"S45","Dry","Sp_61",0
"S45","Dry","Sp_62",0
"S45","Dry","Sp_63",0
"S45","Dry","Sp_64",0
"S45","Dry","Sp_65",0
"S45","Dry","Sp_66",0
"S45","Dry","Sp_67",0
"S45","Dry","Sp_68",0
"S45","Dry","Sp_69",0
"S45","Dry","Sp_70",0
"S45","Dry","Sp_71",0
"S45","Dry","Sp_72",0
"S45","Dry","Sp_73",0
"S45","Dry","Sp_74",0
"S45","Dry","Sp_75",0
"S45","Dry","Sp_76",0
"S45","Dry","Sp_77",0
"S45","Dry","Sp_78",10
"S45","Dry","Sp_79",0
"S45","Dry","Sp_80",0
"S45","Dry","Sp_81",0
"S45","Dry","Sp_82",0
"S45","Dry","Sp_83",6
"S45","Dry","Sp_84",0
"S45","Dry","Sp_85",0
"S45","Dry","Sp_86",0
"S45","Dry","Sp_87",0
"S45","Dry","Sp_88",0
"S45","Dry","Sp_89",0
"S45","Dry","Sp_90",0
"S45","Dry","Sp_91",0
"S45","Dry","Sp_92",0
"S45","Dry","Sp_93",0
"S46","Dry","Sp_1",0
"S46","Dry","Sp_2",8
"S46","Dry","Sp_3",0
"S46","Dry","Sp_4",0
"S46","Dry","Sp_5",0
"S46","Dry","Sp_6",0
"S46","Dry","Sp_7",1
"S46","Dry","Sp_8",0
"S46","Dry","Sp_9",0
"S46","Dry","Sp_10",0
"S46","Dry","Sp_11",0
"S46","Dry","Sp_12",0
"S46","Dry","Sp_13",1
"S46","Dry","Sp_14",0
"S46","Dry","Sp_15",0
"S46","Dry","Sp_16",0
"S46","Dry","Sp_17",1
"S46","Dry","Sp_18",0
"S46","Dry","Sp_19",0
"S46","Dry","Sp_20",0
"S46","Dry","Sp_21",0
"S46","Dry","Sp_22",0
"S46","Dry","Sp_23",0
"S46","Dry","Sp_24",3
"S46","Dry","Sp_25",0
"S46","Dry","Sp_26",10
"S46","Dry","Sp_27",0
"S46","Dry","Sp_28",0
"S46","Dry","Sp_29",0
"S46","Dry","Sp_30",0
"S46","Dry","Sp_31",1
"S46","Dry","Sp_32",0
"S46","Dry","Sp_33",0
"S46","Dry","Sp_34",0
"S46","Dry","Sp_35",0
"S46","Dry","Sp_36",0
"S46","Dry","Sp_37",0
"S46","Dry","Sp_38",0
"S46","Dry","Sp_39",10
"S46","Dry","Sp_40",0
"S46","Dry","Sp_41",0
"S46","Dry","Sp_42",0
"S46","Dry","Sp_43",0
"S46","Dry","Sp_44",0
"S46","Dry","Sp_45",0
"S46","Dry","Sp_46",0
"S46","Dry","Sp_47",0
"S46","Dry","Sp_48",0
"S46","Dry","Sp_49",0
"S46","Dry","Sp_50",0
"S46","Dry","Sp_51",0
"S46","Dry","Sp_52",0
"S46","Dry","Sp_53",1
"S46","Dry","Sp_54",0
"S46","Dry","Sp_55",0
"S46","Dry","Sp_56",0
"S46","Dry","Sp_57",0
"S46","Dry","Sp_58",0
"S46","Dry","Sp_59",0
"S46","Dry","Sp_60",1
"S46","Dry","Sp_61",0
"S46","Dry","Sp_62",0
"S46","Dry","Sp_63",0
"S46","Dry","Sp_64",1
"S46","Dry","Sp_65",0
"S46","Dry","Sp_66",2
"S46","Dry","Sp_67",0
"S46","Dry","Sp_68",0
"S46","Dry","Sp_69",0
"S46","Dry","Sp_70",0
"S46","Dry","Sp_71",0
"S46","Dry","Sp_72",0
"S46","Dry","Sp_73",1
"S46","Dry","Sp_74",0
"S46","Dry","Sp_75",0
"S46","Dry","Sp_76",0
"S46","Dry","Sp_77",0
"S46","Dry","Sp_78",0
"S46","Dry","Sp_79",0
"S46","Dry","Sp_80",0
"S46","Dry","Sp_81",0
"S46","Dry","Sp_82",0
"S46","Dry","Sp_83",0
"S46","Dry","Sp_84",0
"S46","Dry","Sp_85",0
"S46","Dry","Sp_86",1
"S46","Dry","Sp_87",0
"S46","Dry","Sp_88",0
"S46","Dry","Sp_89",0
"S46","Dry","Sp_90",0
"S46","Dry","Sp_91",0
"S46","Dry","Sp_92",0
"S46","Dry","Sp_93",0
"S47","Dry","Sp_1",0
"S47","Dry","Sp_2",0
"S47","Dry","Sp_3",0
"S47","Dry","Sp_4",0
"S47","Dry","Sp_5",0
"S47","Dry","Sp_6",0
"S47","Dry","Sp_7",0
"S47","Dry","Sp_8",0
"S47","Dry","Sp_9",0
"S47","Dry","Sp_10",0
"S47","Dry","Sp_11",0
"S47","Dry","Sp_12",0
"S47","Dry","Sp_13",2
"S47","Dry","Sp_14",0
"S47","Dry","Sp_15",0
"S47","Dry","Sp_16",0
"S47","Dry","Sp_17",1
"S47","Dry","Sp_18",1
"S47","Dry","Sp_19",13
"S47","Dry","Sp_20",0
"S47","Dry","Sp_21",0
"S47","Dry","Sp_22",1
"S47","Dry","Sp_23",0
"S47","Dry","Sp_24",0
"S47","Dry","Sp_25",0
"S47","Dry","Sp_26",0
"S47","Dry","Sp_27",2
"S47","Dry","Sp_28",0
"S47","Dry","Sp_29",0
"S47","Dry","Sp_30",0
"S47","Dry","Sp_31",10
"S47","Dry","Sp_32",1
"S47","Dry","Sp_33",0
"S47","Dry","Sp_34",0
"S47","Dry","Sp_35",0
"S47","Dry","Sp_36",0
"S47","Dry","Sp_37",1
"S47","Dry","Sp_38",1
"S47","Dry","Sp_39",0
"S47","Dry","Sp_40",0
"S47","Dry","Sp_41",0
"S47","Dry","Sp_42",0
"S47","Dry","Sp_43",0
"S47","Dry","Sp_44",0
"S47","Dry","Sp_45",2
"S47","Dry","Sp_46",0
"S47","Dry","Sp_47",0
"S47","Dry","Sp_48",0
"S47","Dry","Sp_49",0
"S47","Dry","Sp_50",0
"S47","Dry","Sp_51",0
"S47","Dry","Sp_52",0
"S47","Dry","Sp_53",0
"S47","Dry","Sp_54",0
"S47","Dry","Sp_55",0
"S47","Dry","Sp_56",3
"S47","Dry","Sp_57",0
"S47","Dry","Sp_58",14
"S47","Dry","Sp_59",0
"S47","Dry","Sp_60",3
"S47","Dry","Sp_61",0
"S47","Dry","Sp_62",0
"S47","Dry","Sp_63",0
"S47","Dry","Sp_64",0
"S47","Dry","Sp_65",3
"S47","Dry","Sp_66",0
"S47","Dry","Sp_67",0
"S47","Dry","Sp_68",0
"S47","Dry","Sp_69",0
"S47","Dry","Sp_70",0
"S47","Dry","Sp_71",0
"S47","Dry","Sp_72",0
"S47","Dry","Sp_73",4
"S47","Dry","Sp_74",0
"S47","Dry","Sp_75",0
"S47","Dry","Sp_76",0
"S47","Dry","Sp_77",0
"S47","Dry","Sp_78",19
"S47","Dry","Sp_79",0
"S47","Dry","Sp_80",0
"S47","Dry","Sp_81",0
"S47","Dry","Sp_82",0
"S47","Dry","Sp_83",1
"S47","Dry","Sp_84",0
"S47","Dry","Sp_85",0
"S47","Dry","Sp_86",0
"S47","Dry","Sp_87",0
"S47","Dry","Sp_88",0
"S47","Dry","Sp_89",0
"S47","Dry","Sp_90",0
"S47","Dry","Sp_91",0
"S47","Dry","Sp_92",4
"S47","Dry","Sp_93",0
"S50","Dry","Sp_1",0
"S50","Dry","Sp_2",1
"S50","Dry","Sp_3",0
"S50","Dry","Sp_4",0
"S50","Dry","Sp_5",0
"S50","Dry","Sp_6",0
"S50","Dry","Sp_7",2
"S50","Dry","Sp_8",0
"S50","Dry","Sp_9",0
"S50","Dry","Sp_10",0
"S50","Dry","Sp_11",0
"S50","Dry","Sp_12",0
"S50","Dry","Sp_13",1
"S50","Dry","Sp_14",0
"S50","Dry","Sp_15",0
"S50","Dry","Sp_16",0
"S50","Dry","Sp_17",0
"S50","Dry","Sp_18",0
"S50","Dry","Sp_19",3
"S50","Dry","Sp_20",0
"S50","Dry","Sp_21",0
"S50","Dry","Sp_22",3
"S50","Dry","Sp_23",0
"S50","Dry","Sp_24",1
"S50","Dry","Sp_25",0
"S50","Dry","Sp_26",1
"S50","Dry","Sp_27",0
"S50","Dry","Sp_28",0
"S50","Dry","Sp_29",0
"S50","Dry","Sp_30",0
"S50","Dry","Sp_31",0
"S50","Dry","Sp_32",0
"S50","Dry","Sp_33",0
"S50","Dry","Sp_34",0
"S50","Dry","Sp_35",0
"S50","Dry","Sp_36",0
"S50","Dry","Sp_37",0
"S50","Dry","Sp_38",0
"S50","Dry","Sp_39",10
"S50","Dry","Sp_40",0
"S50","Dry","Sp_41",0
"S50","Dry","Sp_42",0
"S50","Dry","Sp_43",0
"S50","Dry","Sp_44",0
"S50","Dry","Sp_45",0
"S50","Dry","Sp_46",0
"S50","Dry","Sp_47",0
"S50","Dry","Sp_48",0
"S50","Dry","Sp_49",0
"S50","Dry","Sp_50",2
"S50","Dry","Sp_51",0
"S50","Dry","Sp_52",0
"S50","Dry","Sp_53",0
"S50","Dry","Sp_54",0
"S50","Dry","Sp_55",0
"S50","Dry","Sp_56",0
"S50","Dry","Sp_57",0
"S50","Dry","Sp_58",5
"S50","Dry","Sp_59",0
"S50","Dry","Sp_60",0
"S50","Dry","Sp_61",0
"S50","Dry","Sp_62",0
"S50","Dry","Sp_63",0
"S50","Dry","Sp_64",0
"S50","Dry","Sp_65",3
"S50","Dry","Sp_66",0
"S50","Dry","Sp_67",0
"S50","Dry","Sp_68",0
"S50","Dry","Sp_69",0
"S50","Dry","Sp_70",0
"S50","Dry","Sp_71",0
"S50","Dry","Sp_72",0
"S50","Dry","Sp_73",0
"S50","Dry","Sp_74",0
"S50","Dry","Sp_75",0
"S50","Dry","Sp_76",0
"S50","Dry","Sp_77",0
"S50","Dry","Sp_78",0
"S50","Dry","Sp_79",0
"S50","Dry","Sp_80",0
"S50","Dry","Sp_81",0
"S50","Dry","Sp_82",0
"S50","Dry","Sp_83",7
"S50","Dry","Sp_84",0
"S50","Dry","Sp_85",0
"S50","Dry","Sp_86",4
"S50","Dry","Sp_87",0
"S50","Dry","Sp_88",0
"S50","Dry","Sp_89",0
"S50","Dry","Sp_90",0
"S50","Dry","Sp_91",0
"S50","Dry","Sp_92",0
"S50","Dry","Sp_93",0
"S54","Dry","Sp_1",0
"S54","Dry","Sp_2",2
"S54","Dry","Sp_3",0
"S54","Dry","Sp_4",0
"S54","Dry","Sp_5",0
"S54","Dry","Sp_6",0
"S54","Dry","Sp_7",1
"S54","Dry","Sp_8",0
"S54","Dry","Sp_9",0
"S54","Dry","Sp_10",0
"S54","Dry","Sp_11",0
"S54","Dry","Sp_12",0
"S54","Dry","Sp_13",2
"S54","Dry","Sp_14",0
"S54","Dry","Sp_15",3
"S54","Dry","Sp_16",0
"S54","Dry","Sp_17",6
